Activity Label,Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Training Run,Running,2024-04-15 14:41:16,false,"Charlottesville Running","8.66","918","00:55:19","155","172","3.6","156","205","6:23","3:27","646","554","1.58","7.4","11.6","256","6:23","448","0.0","441","682","NaN","NaN","--","NaN","NaN","NaN","89.6","No","00:01:29.2","2","100.4","--","--","--","00:55:09","01:22:44","455","612"
,Pool Swim,2024-04-14 12:14:18,false,"Pool Swim","1,950","405","00:44:00","120","146","1.4","--","--","2:07","0:49","--","--","NaN","NaN","NaN","NaN","--","--","0.0","--","--","NaN","NaN","971","44","24","NaN","--","No","00:01:09.7","8","NaN","--","--","--","00:41:12","00:50:56","--","--"
Long Run,Running,2024-04-13 10:34:15,false,"Albemarle County Running","12.01","1,220","01:16:04","151","168","3.6","160","171","6:20","5:12","928","948","1.58","7.3","11.5","249","6:16","476","0.0","464","687","NaN","NaN","--","NaN","NaN","NaN","66.2","No","01:16:04","1","84.2","--","--","--","01:16:02","01:17:48","602","873"
,Indoor Cycling,2024-04-12 19:35:19,false,"Indoor Cycling","0.00","458","00:35:00","135","144","2.1","--","--","--","--","--","--","NaN","NaN","NaN","NaN","--","--","0.0","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:35:00","1","NaN","--","--","--","00:00:00","00:35:00","--","--"
WU/CD,Running,2024-04-12 14:10:32,false,"Charlottesville Running","1.79","205","00:12:50","150","161","2.2","153","161","7:11","6:45","52","46","1.46","8.0","11.6","274","7:09","414","0.0","407","504","NaN","NaN","--","NaN","NaN","NaN","77.0","No","00:12:50","1","80.6","--","--","--","00:12:50","00:12:50","538","558"
Workout,Running,2024-04-12 13:37:22,false,"Charlottesville Running","3.06","248","00:15:26","145","165","2.4","165","214","5:02","3:34","36","26","1.89","6.0","10.9","229","5:03","535","0.0","526","806","NaN","NaN","--","NaN","NaN","NaN","68.0","No","00:00:28.4","24","73.4","--","--","--","00:15:18","00:21:59","543","558"
WU/CD,Running,2024-04-12 13:07:02,false,"Charlottesville Running","2.62","280","00:17:06","148","161","2.5","159","195","6:32","3:36","180","171","1.53","7.4","11.3","255","6:29","452","0.0","438","726","NaN","NaN","--","NaN","NaN","NaN","68.0","No","00:03:05.2","2","84.2","--","--","--","00:17:04","00:25:26","478","574"
,Elliptical,2024-04-11 14:51:22,false,"Elliptical","0.00","1,132","01:15:00","148","160","3.3","138","196","--","--","--","--","0.00","NaN","NaN","NaN","--","--","0.0","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","01:15:00","1","NaN","--","--","--","00:00:00","01:15:00","--","--"
,Elliptical,2024-04-10 20:03:29,false,"Elliptical","0.00","587","00:35:00","157","175","3.3","156","200","--","--","--","--","0.00","NaN","NaN","NaN","--","--","0.0","--","--","NaN","NaN","--","NaN","NaN","NaN","--","No","00:35:00","1","NaN","--","--","--","00:00:00","00:35:00","--","--"
Training Run,Running,2024-04-10 14:35:51,false,"Charlottesville Running","8.02","870","00:55:41","148","160","3.2","155","171","6:56","5:18","312","292","1.48","7.8","11.5","266","6:55","418","0.0","414","607","NaN","NaN","--","NaN","NaN","NaN","82.4","No","00:55:41","1","91.4","--","--","--","00:55:36","00:58:38","496","603"
WU/CD,Running,2024-04-09 15:42:42,false,"Charlottesville Running","2.76","312","00:19:46","152","176","2.4","153","160","7:10","5:52","20","10","1.45","8.0","11.6","273","7:12","391","0.0","389","508","NaN","NaN","--","NaN","NaN","NaN","82.4","No","00:19:46","1","86.0","--","--","--","00:19:44","00:20:26","540","553"
Workout,Running,2024-04-09 15:08:09,false,"Charlottesville Running","2.40","275","00:16:48","154","176","2.5","116","220","7:00","3:25","23","20","1.97","5.7","10.4","229","6:57","481","0.0","359","755","NaN","NaN","--","NaN","NaN","NaN","78.8","No","00:00:02.0","12","82.4","--","--","--","00:13:12","00:20:32","548","559"
WU/CD,Running,2024-04-09 14:35:31,false,"Charlottesville Running","2.60","258","00:16:35","140","171","2.3","156","195","6:23","3:40","33","23","1.58","7.4","11.7","257","6:26","437","0.0","434","722","NaN","NaN","--","NaN","NaN","NaN","80.6","No","00:03:19.8","2","89.6","--","--","--","00:16:32","00:25:35","537","558"
Training Run,Running,2024-04-08 14:43:37,false,"Charlottesville Running","7.92","816","00:52:12","148","163","3.1","155","204","6:35","3:27","331","328","1.54","7.6","11.6","262","6:38","425","0.0","426","810","NaN","NaN","--","NaN","NaN","NaN","75.2","No","00:01:32.6","2","86.0","--","--","--","00:52:05","01:17:19","490","599"
,Pool Swim,2024-04-07 16:14:55,false,"Pool Swim","2,750","546","01:00:40","119","142","1.6","--","--","2:12","1:54","--","--","NaN","NaN","NaN","NaN","--","--","0.0","--","--","NaN","NaN","1496","47","25","NaN","--","No","00:10:43","5","NaN","--","--","--","01:00:40","01:07:28","--","--"
